,City,Year,Main Cause
9675,Jacksonville,2018,Driver Fatigue
9679,Jacksonville,2018,Failure to Yield
9680,Jacksonville,2018,Unlicensed Driver
9681,Jacksonville,2018,Drug Involvement
9683,Jacksonville,2018,Unlicensed Driver
9684,Jacksonville,2018,Improper Lane Change
9685,Jacksonville,2018,Failure to Yield
9686,Jacksonville,2018,Aggressive Driving
9687,Jacksonville,2018,Driver Fatigue
9688,Jacksonville,2018,Tailgating
9689,Jacksonville,2018,Driver Fatigue
9691,Jacksonville,2018,Aggressive Driving
9693,Jacksonville,2018,Weather Conditions
9694,Jacksonville,2018,Driver Fatigue
9695,Jacksonville,2018,Speeding
9696,Jacksonville,2018,Aggressive Driving
9697,Jacksonville,2018,Distracted Driving
9700,Jacksonville,2018,Tailgating
9703,Jacksonville,2018,Running Red Light
9705,Jacksonville,2018,Unlicensed Driver
9706,Jacksonville,2018,Aggressive Driving
9707,Jacksonville,2018,Distracted Driving
9708,Jacksonville,2018,Speeding
9709,Jacksonville,2018,Weather Conditions
9710,Jacksonville,2018,Failure to Yield
9714,Jacksonville,2018,Failure to Yield
9715,Jacksonville,2018,Speeding
9716,Jacksonville,2018,Aggressive Driving
9717,Jacksonville,2018,Tailgating
9720,Jacksonville,2018,Drug Involvement
9721,Jacksonville,2018,Alcohol Involvement
9723,Jacksonville,2018,Running Red Light
9724,Jacksonville,2018,Failure to Yield
9725,Jacksonville,2018,Aggressive Driving
9728,Jacksonville,2018,Unlicensed Driver
9729,Jacksonville,2018,Unlicensed Driver
9730,Jacksonville,2018,Running Red Light
9731,Jacksonville,2018,Drug Involvement
9734,Jacksonville,2018,Running Red Light
9737,Jacksonville,2018,Speeding
9738,Jacksonville,2018,Aggressive Driving
9739,Jacksonville,2018,Improper Lane Change
9740,Jacksonville,2018,Failure to Yield
9741,Jacksonville,2018,Aggressive Driving
9743,Jacksonville,2018,Unlicensed Driver
9746,Jacksonville,2018,Unlicensed Driver
9747,Jacksonville,2018,Aggressive Driving
9748,Jacksonville,2018,Alcohol Involvement
9750,Jacksonville,2018,Alcohol Involvement
9751,Jacksonville,2018,Distracted Driving
9752,Jacksonville,2018,Unlicensed Driver
9754,Jacksonville,2018,Running Red Light
9756,Jacksonville,2018,Unlicensed Driver
9759,Jacksonville,2018,Distracted Driving
9762,Jacksonville,2018,Drug Involvement
9763,Jacksonville,2018,Weather Conditions
9766,Jacksonville,2018,Alcohol Involvement
9767,Jacksonville,2019,Aggressive Driving
9769,Jacksonville,2019,Failure to Yield
9771,Jacksonville,2019,Weather Conditions
9772,Jacksonville,2019,Running Red Light
9773,Jacksonville,2019,Alcohol Involvement
9774,Jacksonville,2019,Speeding
9776,Jacksonville,2019,Speeding
9781,Jacksonville,2019,Weather Conditions
9783,Jacksonville,2019,Aggressive Driving
9784,Jacksonville,2019,Alcohol Involvement
9785,Jacksonville,2019,Speeding
9786,Jacksonville,2019,Improper Lane Change
9787,Jacksonville,2019,Improper Lane Change
9788,Jacksonville,2019,Improper Lane Change
9790,Jacksonville,2019,Improper Lane Change
9791,Jacksonville,2019,Speeding
9792,Jacksonville,2019,Weather Conditions
9794,Jacksonville,2019,Improper Lane Change
9796,Jacksonville,2019,Failure to Yield
9797,Jacksonville,2019,Weather Conditions
9798,Jacksonville,2019,Running Red Light
9799,Jacksonville,2019,Alcohol Involvement
9800,Jacksonville,2019,Running Red Light
9801,Jacksonville,2019,Drug Involvement
9803,Jacksonville,2019,Speeding
9804,Jacksonville,2019,Unlicensed Driver
9805,Jacksonville,2019,Driver Fatigue
9807,Jacksonville,2019,Drug Involvement
9808,Jacksonville,2019,Driver Fatigue
9809,Jacksonville,2019,Alcohol Involvement
9810,Jacksonville,2019,Unlicensed Driver
9812,Jacksonville,2019,Failure to Yield
9813,Jacksonville,2019,Improper Lane Change
9814,Jacksonville,2019,Aggressive Driving
9818,Jacksonville,2019,Speeding
9819,Jacksonville,2019,Improper Lane Change
9820,Jacksonville,2019,Tailgating
9822,Jacksonville,2019,Improper Lane Change
9823,Jacksonville,2019,Driver Fatigue
9824,Jacksonville,2019,Distracted Driving
9825,Jacksonville,2019,Running Red Light
9826,Jacksonville,2019,Tailgating
9827,Jacksonville,2019,Unlicensed Driver
9833,Jacksonville,2019,Driver Fatigue
9834,Jacksonville,2019,Speeding
9835,Jacksonville,2019,Tailgating
9836,Jacksonville,2019,Tailgating
9838,Jacksonville,2019,Driver Fatigue
9840,Jacksonville,2019,Weather Conditions
9841,Jacksonville,2019,Driver Fatigue
9843,Jacksonville,2019,Aggressive Driving
9844,Jacksonville,2019,Running Red Light
9846,Jacksonville,2019,Drug Involvement
9848,Jacksonville,2019,Unlicensed Driver
9849,Jacksonville,2019,Distracted Driving
9850,Jacksonville,2019,Aggressive Driving
9852,Jacksonville,2019,Driver Fatigue
9853,Jacksonville,2019,Aggressive Driving
9854,Jacksonville,2019,Weather Conditions
9857,Jacksonville,2019,Drug Involvement
9860,Jacksonville,2019,Improper Lane Change
9861,Jacksonville,2019,Speeding
9864,Jacksonville,2019,Distracted Driving
9866,Jacksonville,2019,Failure to Yield
9867,Jacksonville,2020,Failure to Yield
9868,Jacksonville,2020,Improper Lane Change
9869,Jacksonville,2020,Drug Involvement
9870,Jacksonville,2020,Unlicensed Driver
9871,Jacksonville,2020,Distracted Driving
9872,Jacksonville,2020,Failure to Yield
9874,Jacksonville,2020,Tailgating
9875,Jacksonville,2020,Weather Conditions
9878,Jacksonville,2020,Alcohol Involvement
9879,Jacksonville,2020,Tailgating
9881,Jacksonville,2020,Aggressive Driving
9882,Jacksonville,2020,Unlicensed Driver
9884,Jacksonville,2020,Weather Conditions
9885,Jacksonville,2020,Improper Lane Change
9888,Jacksonville,2020,Failure to Yield
9890,Jacksonville,2020,Distracted Driving
9891,Jacksonville,2020,Unlicensed Driver
9893,Jacksonville,2020,Unlicensed Driver
9894,Jacksonville,2020,Distracted Driving
9896,Jacksonville,2020,Alcohol Involvement
9897,Jacksonville,2020,Failure to Yield
9898,Jacksonville,2020,Aggressive Driving
9900,Jacksonville,2020,Failure to Yield
9901,Jacksonville,2020,Unlicensed Driver
9903,Jacksonville,2020,Improper Lane Change
9906,Jacksonville,2020,Improper Lane Change
9910,Jacksonville,2020,Aggressive Driving
9912,Jacksonville,2020,Driver Fatigue
9913,Jacksonville,2020,Running Red Light
9914,Jacksonville,2020,Speeding
9915,Jacksonville,2020,Weather Conditions
9916,Jacksonville,2020,Drug Involvement
9918,Jacksonville,2020,Improper Lane Change
9919,Jacksonville,2020,Improper Lane Change
9920,Jacksonville,2020,Drug Involvement
9921,Jacksonville,2020,Driver Fatigue
9922,Jacksonville,2020,Speeding
9923,Jacksonville,2020,Aggressive Driving
9924,Jacksonville,2020,Running Red Light
9925,Jacksonville,2020,Speeding
9926,Jacksonville,2020,Distracted Driving
9927,Jacksonville,2020,Running Red Light
9929,Jacksonville,2020,Failure to Yield
9930,Jacksonville,2020,Distracted Driving
9931,Jacksonville,2020,Driver Fatigue
9932,Jacksonville,2020,Speeding
9933,Jacksonville,2020,Running Red Light
9934,Jacksonville,2020,Driver Fatigue
9936,Jacksonville,2020,Drug Involvement
9937,Jacksonville,2020,Aggressive Driving
9939,Jacksonville,2020,Weather Conditions
9940,Jacksonville,2020,Aggressive Driving
9941,Jacksonville,2020,Unlicensed Driver
9942,Jacksonville,2020,Unlicensed Driver
9944,Jacksonville,2020,Failure to Yield
9945,Jacksonville,2020,Failure to Yield
9947,Jacksonville,2020,Tailgating
9948,Jacksonville,2020,Drug Involvement
9949,Jacksonville,2020,Improper Lane Change
9950,Jacksonville,2020,Unlicensed Driver
9951,Jacksonville,2020,Driver Fatigue
9953,Jacksonville,2020,Improper Lane Change
9955,Jacksonville,2020,Drug Involvement
9956,Jacksonville,2020,Unlicensed Driver
9957,Jacksonville,2020,Distracted Driving
9958,Jacksonville,2020,Tailgating
9959,Jacksonville,2020,Weather Conditions
9960,Jacksonville,2020,Alcohol Involvement
9961,Jacksonville,2020,Weather Conditions
9962,Jacksonville,2020,Speeding
9963,Jacksonville,2020,Aggressive Driving
9964,Jacksonville,2020,Drug Involvement
9965,Jacksonville,2020,Unlicensed Driver
9967,Jacksonville,2020,Driver Fatigue
9968,Jacksonville,2020,Failure to Yield
9970,Jacksonville,2020,Failure to Yield
9973,Jacksonville,2020,Speeding
9974,Jacksonville,2020,Speeding
9977,Jacksonville,2020,Unlicensed Driver
9978,Jacksonville,2020,Failure to Yield
9979,Jacksonville,2020,Failure to Yield
9980,Jacksonville,2020,Running Red Light
9981,Jacksonville,2020,Speeding
9983,Jacksonville,2020,Alcohol Involvement
9984,Jacksonville,2020,Distracted Driving
9986,Jacksonville,2020,Unlicensed Driver
9987,Jacksonville,2020,Weather Conditions
9990,Jacksonville,2020,Running Red Light
9991,Jacksonville,2020,Alcohol Involvement
9992,Jacksonville,2020,Alcohol Involvement
9994,Jacksonville,2021,Running Red Light
9995,Jacksonville,2021,Aggressive Driving
9996,Jacksonville,2021,Driver Fatigue
9997,Jacksonville,2021,Drug Involvement
9998,Jacksonville,2021,Speeding
10000,Jacksonville,2021,Alcohol Involvement
10001,Jacksonville,2021,Unlicensed Driver
10002,Jacksonville,2021,Driver Fatigue
10003,Jacksonville,2021,Alcohol Involvement
10006,Jacksonville,2021,Driver Fatigue
10007,Jacksonville,2021,Driver Fatigue
10008,Jacksonville,2021,Tailgating
10009,Jacksonville,2021,Distracted Driving
10011,Jacksonville,2021,Drug Involvement
10012,Jacksonville,2021,Failure to Yield
10013,Jacksonville,2021,Tailgating
10015,Jacksonville,2021,Distracted Driving
10017,Jacksonville,2021,Tailgating
10018,Jacksonville,2021,Drug Involvement
10019,Jacksonville,2021,Unlicensed Driver
10020,Jacksonville,2021,Drug Involvement
10022,Jacksonville,2021,Running Red Light
10023,Jacksonville,2021,Alcohol Involvement
10024,Jacksonville,2021,Driver Fatigue
10026,Jacksonville,2021,Improper Lane Change
10027,Jacksonville,2021,Tailgating
10033,Jacksonville,2021,Improper Lane Change
10035,Jacksonville,2021,Weather Conditions
10036,Jacksonville,2021,Aggressive Driving
10037,Jacksonville,2021,Weather Conditions
10038,Jacksonville,2021,Improper Lane Change
10039,Jacksonville,2021,Tailgating
10040,Jacksonville,2021,Aggressive Driving
10042,Jacksonville,2021,Tailgating
10043,Jacksonville,2021,Unlicensed Driver
10045,Jacksonville,2021,Failure to Yield
10047,Jacksonville,2021,Failure to Yield
10049,Jacksonville,2021,Aggressive Driving
10050,Jacksonville,2021,Aggressive Driving
10052,Jacksonville,2021,Failure to Yield
10054,Jacksonville,2021,Drug Involvement
10055,Jacksonville,2021,Aggressive Driving
10058,Jacksonville,2021,Improper Lane Change
10059,Jacksonville,2021,Failure to Yield
10060,Jacksonville,2021,Unlicensed Driver
10061,Jacksonville,2021,Tailgating
10062,Jacksonville,2021,Drug Involvement
10063,Jacksonville,2021,Speeding
10064,Jacksonville,2021,Unlicensed Driver
10065,Jacksonville,2021,Speeding
10066,Jacksonville,2021,Speeding
10067,Jacksonville,2021,Speeding
10068,Jacksonville,2021,Weather Conditions
10069,Jacksonville,2021,Driver Fatigue
10071,Jacksonville,2021,Driver Fatigue
10072,Jacksonville,2021,Distracted Driving
10074,Jacksonville,2021,Tailgating
10076,Jacksonville,2021,Failure to Yield
10078,Jacksonville,2021,Distracted Driving
10079,Jacksonville,2021,Aggressive Driving
10080,Jacksonville,2021,Distracted Driving
10081,Jacksonville,2021,Aggressive Driving
10083,Jacksonville,2021,Driver Fatigue
10084,Jacksonville,2021,Alcohol Involvement
10085,Jacksonville,2021,Tailgating
10086,Jacksonville,2021,Speeding
10088,Jacksonville,2021,Aggressive Driving
10089,Jacksonville,2021,Speeding
10091,Jacksonville,2021,Failure to Yield
10092,Jacksonville,2021,Distracted Driving
10093,Jacksonville,2021,Driver Fatigue
10095,Jacksonville,2021,Failure to Yield
10096,Jacksonville,2021,Unlicensed Driver
10098,Jacksonville,2021,Distracted Driving
10099,Jacksonville,2021,Aggressive Driving
10100,Jacksonville,2021,Speeding
10101,Jacksonville,2021,Aggressive Driving
10102,Jacksonville,2021,Unlicensed Driver
10105,Jacksonville,2021,Drug Involvement
10107,Jacksonville,2021,Speeding
10108,Jacksonville,2021,Distracted Driving
10109,Jacksonville,2021,Driver Fatigue
10110,Jacksonville,2021,Unlicensed Driver
10111,Jacksonville,2021,Speeding
10112,Jacksonville,2021,Failure to Yield
10113,Jacksonville,2021,Drug Involvement
10114,Jacksonville,2022,Alcohol Involvement
10115,Jacksonville,2022,Running Red Light
10116,Jacksonville,2022,Drug Involvement
10117,Jacksonville,2022,Unlicensed Driver
10118,Jacksonville,2022,Speeding
10119,Jacksonville,2022,Aggressive Driving
10120,Jacksonville,2022,Aggressive Driving
10122,Jacksonville,2022,Distracted Driving
10123,Jacksonville,2022,Weather Conditions
10124,Jacksonville,2022,Distracted Driving
10125,Jacksonville,2022,Drug Involvement
10127,Jacksonville,2022,Tailgating
10128,Jacksonville,2022,Speeding
10130,Jacksonville,2022,Aggressive Driving
10131,Jacksonville,2022,Running Red Light
10132,Jacksonville,2022,Failure to Yield
10133,Jacksonville,2022,Improper Lane Change
10134,Jacksonville,2022,Running Red Light
10135,Jacksonville,2022,Distracted Driving
10136,Jacksonville,2022,Running Red Light
10137,Jacksonville,2022,Distracted Driving
10138,Jacksonville,2022,Improper Lane Change
10139,Jacksonville,2022,Driver Fatigue
10140,Jacksonville,2022,Driver Fatigue
10141,Jacksonville,2022,Alcohol Involvement
10142,Jacksonville,2022,Driver Fatigue
10143,Jacksonville,2022,Unlicensed Driver
10146,Jacksonville,2022,Aggressive Driving
10147,Jacksonville,2022,Running Red Light
10148,Jacksonville,2022,Improper Lane Change
10149,Jacksonville,2022,Failure to Yield
10150,Jacksonville,2022,Alcohol Involvement
10152,Jacksonville,2022,Distracted Driving
10153,Jacksonville,2022,Driver Fatigue
10155,Jacksonville,2022,Speeding
10157,Jacksonville,2022,Driver Fatigue
10158,Jacksonville,2022,Distracted Driving
10160,Jacksonville,2022,Tailgating
10161,Jacksonville,2022,Running Red Light
10162,Jacksonville,2022,Weather Conditions
10164,Jacksonville,2022,Unlicensed Driver
10166,Jacksonville,2022,Unlicensed Driver
10167,Jacksonville,2022,Running Red Light
10168,Jacksonville,2022,Alcohol Involvement
10172,Jacksonville,2022,Failure to Yield
10173,Jacksonville,2022,Tailgating
10174,Jacksonville,2022,Improper Lane Change
10175,Jacksonville,2022,Alcohol Involvement
10176,Jacksonville,2022,Improper Lane Change
10177,Jacksonville,2022,Improper Lane Change
10178,Jacksonville,2022,Failure to Yield
10181,Jacksonville,2022,Aggressive Driving
10185,Jacksonville,2022,Distracted Driving
10186,Jacksonville,2022,Unlicensed Driver
10187,Jacksonville,2022,Weather Conditions
10188,Jacksonville,2022,Distracted Driving
10189,Jacksonville,2022,Improper Lane Change
10191,Jacksonville,2022,Unlicensed Driver
10194,Jacksonville,2022,Aggressive Driving
10196,Jacksonville,2022,Unlicensed Driver
10197,Jacksonville,2022,Running Red Light
10198,Jacksonville,2022,Unlicensed Driver
10200,Jacksonville,2022,Weather Conditions
10201,Jacksonville,2022,Running Red Light
10204,Jacksonville,2022,Failure to Yield
10205,Jacksonville,2022,Aggressive Driving
10207,Jacksonville,2022,Alcohol Involvement
10208,Jacksonville,2022,Aggressive Driving
10210,Jacksonville,2022,Improper Lane Change
10211,Jacksonville,2022,Improper Lane Change
10212,Jacksonville,2022,Unlicensed Driver
10213,Jacksonville,2022,Speeding
10214,Jacksonville,2022,Drug Involvement
10215,Jacksonville,2022,Drug Involvement
10216,Jacksonville,2022,Aggressive Driving
10220,Jacksonville,2022,Improper Lane Change
10221,Jacksonville,2022,Alcohol Involvement
10224,Jacksonville,2022,Driver Fatigue
10225,Jacksonville,2022,Driver Fatigue
10227,Jacksonville,2022,Drug Involvement
10229,Jacksonville,2022,Tailgating
10230,Jacksonville,2022,Driver Fatigue
10231,Jacksonville,2022,Failure to Yield
10232,Jacksonville,2022,Distracted Driving
10233,Jacksonville,2022,Tailgating
10235,Jacksonville,2022,Unlicensed Driver
10236,Jacksonville,2022,Drug Involvement
10237,Jacksonville,2022,Speeding
10238,Jacksonville,2022,Driver Fatigue
10240,Jacksonville,2022,Improper Lane Change
10241,Jacksonville,2022,Alcohol Involvement
10247,Jacksonville,2023,Tailgating
10248,Jacksonville,2023,Drug Involvement
10249,Jacksonville,2023,Unlicensed Driver
10250,Jacksonville,2023,Aggressive Driving
10251,Jacksonville,2023,Failure to Yield
10252,Jacksonville,2023,Running Red Light
10253,Jacksonville,2023,Speeding
10254,Jacksonville,2023,Distracted Driving
10258,Jacksonville,2023,Driver Fatigue
10260,Jacksonville,2023,Tailgating
10262,Jacksonville,2023,Aggressive Driving
10264,Jacksonville,2023,Unlicensed Driver
10265,Jacksonville,2023,Unlicensed Driver
10266,Jacksonville,2023,Speeding
10267,Jacksonville,2023,Running Red Light
10268,Jacksonville,2023,Aggressive Driving
10269,Jacksonville,2023,Speeding
10270,Jacksonville,2023,Aggressive Driving
10271,Jacksonville,2023,Failure to Yield
10272,Jacksonville,2023,Driver Fatigue
10273,Jacksonville,2023,Drug Involvement
10275,Jacksonville,2023,Aggressive Driving
10280,Jacksonville,2023,Improper Lane Change
10282,Jacksonville,2023,Failure to Yield
10283,Jacksonville,2023,Weather Conditions
10284,Jacksonville,2023,Tailgating
10285,Jacksonville,2023,Failure to Yield
10286,Jacksonville,2023,Running Red Light
10288,Jacksonville,2023,Unlicensed Driver
10289,Jacksonville,2023,Tailgating
10291,Jacksonville,2023,Distracted Driving
10294,Jacksonville,2023,Unlicensed Driver
10295,Jacksonville,2023,Tailgating
10296,Jacksonville,2023,Improper Lane Change
10297,Jacksonville,2023,Unlicensed Driver
10299,Jacksonville,2023,Driver Fatigue
10300,Jacksonville,2023,Speeding
10301,Jacksonville,2023,Driver Fatigue
10302,Jacksonville,2023,Alcohol Involvement
10303,Jacksonville,2023,Tailgating
10305,Jacksonville,2023,Distracted Driving
10308,Jacksonville,2023,Aggressive Driving
10310,Jacksonville,2023,Speeding
10312,Jacksonville,2023,Unlicensed Driver
10316,Jacksonville,2023,Tailgating
10318,Jacksonville,2023,Tailgating
10319,Jacksonville,2023,Alcohol Involvement
10321,Jacksonville,2023,Speeding
10323,Jacksonville,2023,Drug Involvement
10324,Jacksonville,2023,Weather Conditions
10325,Jacksonville,2023,Driver Fatigue
10327,Jacksonville,2023,Weather Conditions
10328,Jacksonville,2023,Alcohol Involvement
10329,Jacksonville,2023,Driver Fatigue
10330,Jacksonville,2023,Weather Conditions
10331,Jacksonville,2023,Improper Lane Change
10333,Jacksonville,2023,Speeding
10334,Jacksonville,2023,Improper Lane Change
10335,Jacksonville,2023,Improper Lane Change
10336,Jacksonville,2023,Distracted Driving
10337,Jacksonville,2023,Improper Lane Change
10338,Jacksonville,2023,Tailgating
10339,Jacksonville,2023,Tailgating
10340,Jacksonville,2023,Speeding
10342,Jacksonville,2023,Tailgating
10345,Jacksonville,2023,Failure to Yield
10347,Jacksonville,2023,Aggressive Driving
10351,Jacksonville,2023,Drug Involvement
10353,Jacksonville,2023,Tailgating
10354,Jacksonville,2023,Aggressive Driving
10355,Jacksonville,2023,Aggressive Driving
10356,Jacksonville,2023,Improper Lane Change
10357,Jacksonville,2023,Driver Fatigue
10358,Jacksonville,2023,Drug Involvement
10359,Jacksonville,2023,Improper Lane Change
10360,Jacksonville,2023,Drug Involvement
10362,Jacksonville,2023,Improper Lane Change
10363,Jacksonville,2023,Tailgating
10364,Jacksonville,2023,Distracted Driving
10366,Jacksonville,2023,Alcohol Involvement
10368,Jacksonville,2023,Tailgating
10369,Jacksonville,2023,Running Red Light
10370,Jacksonville,2023,Improper Lane Change
10371,Jacksonville,2023,Speeding
10372,Jacksonville,2023,Distracted Driving
10375,Jacksonville,2023,Drug Involvement
10376,Jacksonville,2023,Drug Involvement
10378,Jacksonville,2023,Running Red Light
10379,Jacksonville,2023,Running Red Light
10380,Jacksonville,2023,Distracted Driving
10381,Jacksonville,2023,Weather Conditions
10382,Fort Worth,2017,Drug Involvement
10383,Fort Worth,2017,Running Red Light
10384,Fort Worth,2017,Unlicensed Driver
10385,Fort Worth,2017,Driver Fatigue
10386,Fort Worth,2017,Tailgating
10387,Fort Worth,2017,Distracted Driving
10388,Fort Worth,2017,Improper Lane Change
10389,Fort Worth,2017,Distracted Driving
10390,Fort Worth,2017,Speeding
10391,Fort Worth,2017,Speeding
10395,Fort Worth,2017,Tailgating
10396,Fort Worth,2017,Drug Involvement
10399,Fort Worth,2017,Distracted Driving
10401,Fort Worth,2017,Drug Involvement
10402,Fort Worth,2017,Distracted Driving
10403,Fort Worth,2017,Failure to Yield
10407,Fort Worth,2017,Improper Lane Change
10408,Fort Worth,2017,Unlicensed Driver
10409,Fort Worth,2017,Tailgating
10410,Fort Worth,2017,Improper Lane Change
10411,Fort Worth,2017,Unlicensed Driver
10414,Fort Worth,2017,Driver Fatigue
10416,Fort Worth,2017,Drug Involvement
10417,Fort Worth,2017,Weather Conditions
10423,Fort Worth,2017,Alcohol Involvement
10424,Fort Worth,2017,Improper Lane Change
10426,Fort Worth,2017,Running Red Light
10427,Fort Worth,2017,Alcohol Involvement
10429,Fort Worth,2017,Drug Involvement
10430,Fort Worth,2017,Speeding
10431,Fort Worth,2017,Drug Involvement
10432,Fort Worth,2017,Aggressive Driving
10434,Fort Worth,2017,Aggressive Driving
10435,Fort Worth,2017,Running Red Light
10436,Fort Worth,2017,Speeding
10437,Fort Worth,2017,Unlicensed Driver
10438,Fort Worth,2017,Improper Lane Change
10439,Fort Worth,2017,Failure to Yield
10440,Fort Worth,2017,Alcohol Involvement
10441,Fort Worth,2017,Aggressive Driving
10444,Fort Worth,2017,Improper Lane Change
10445,Fort Worth,2017,Improper Lane Change
10448,Fort Worth,2017,Failure to Yield
10449,Fort Worth,2017,Drug Involvement
10450,Fort Worth,2017,Running Red Light
10451,Fort Worth,2017,Drug Involvement
10452,Fort Worth,2017,Distracted Driving
10453,Fort Worth,2017,Failure to Yield
10454,Fort Worth,2017,Alcohol Involvement
10455,Fort Worth,2017,Distracted Driving
10456,Fort Worth,2017,Weather Conditions
10457,Fort Worth,2017,Aggressive Driving
10459,Fort Worth,2017,Alcohol Involvement
10460,Fort Worth,2017,Alcohol Involvement
10462,Fort Worth,2017,Distracted Driving
10463,Fort Worth,2017,Failure to Yield
10464,Fort Worth,2017,Drug Involvement
10465,Fort Worth,2017,Tailgating
10467,Fort Worth,2017,Tailgating
10468,Fort Worth,2017,Distracted Driving
10472,Fort Worth,2017,Driver Fatigue
10473,Fort Worth,2017,Improper Lane Change
10475,Fort Worth,2017,Alcohol Involvement
10476,Fort Worth,2017,Running Red Light
10477,Fort Worth,2017,Distracted Driving
10478,Fort Worth,2017,Driver Fatigue
10479,Fort Worth,2017,Improper Lane Change
10480,Fort Worth,2017,Tailgating
10481,Fort Worth,2017,Aggressive Driving
10482,Fort Worth,2017,Improper Lane Change
10483,Fort Worth,2017,Alcohol Involvement
10485,Fort Worth,2017,Running Red Light
10489,Fort Worth,2017,Alcohol Involvement
10491,Fort Worth,2017,Tailgating
10492,Fort Worth,2017,Improper Lane Change
10494,Fort Worth,2017,Alcohol Involvement
10496,Fort Worth,2017,Weather Conditions
10497,Fort Worth,2017,Driver Fatigue
10498,Fort Worth,2017,Unlicensed Driver
10499,Fort Worth,2017,Driver Fatigue
10500,Fort Worth,2017,Driver Fatigue
10501,Fort Worth,2017,Speeding
10503,Fort Worth,2018,Weather Conditions
10505,Fort Worth,2018,Tailgating
10506,Fort Worth,2018,Weather Conditions
10507,Fort Worth,2018,Weather Conditions
10508,Fort Worth,2018,Tailgating
10509,Fort Worth,2018,Failure to Yield
10511,Fort Worth,2018,Unlicensed Driver
10512,Fort Worth,2018,Failure to Yield
10513,Fort Worth,2018,Distracted Driving
10514,Fort Worth,2018,Aggressive Driving
10516,Fort Worth,2018,Drug Involvement
10517,Fort Worth,2018,Distracted Driving
10519,Fort Worth,2018,Improper Lane Change
10520,Fort Worth,2018,Alcohol Involvement
10521,Fort Worth,2018,Improper Lane Change
10523,Fort Worth,2018,Tailgating
10525,Fort Worth,2018,Distracted Driving
10527,Fort Worth,2018,Improper Lane Change
10528,Fort Worth,2018,Alcohol Involvement
10530,Fort Worth,2018,Driver Fatigue
10531,Fort Worth,2018,Unlicensed Driver
10532,Fort Worth,2018,Driver Fatigue
10533,Fort Worth,2018,Weather Conditions
10534,Fort Worth,2018,Distracted Driving
10535,Fort Worth,2018,Speeding
10536,Fort Worth,2018,Distracted Driving
10537,Fort Worth,2018,Drug Involvement
10538,Fort Worth,2018,Aggressive Driving
10539,Fort Worth,2018,Distracted Driving
10541,Fort Worth,2018,Distracted Driving
10542,Fort Worth,2018,Driver Fatigue
10543,Fort Worth,2018,Weather Conditions
10546,Fort Worth,2018,Improper Lane Change
10547,Fort Worth,2018,Weather Conditions
10548,Fort Worth,2018,Weather Conditions
10550,Fort Worth,2018,Tailgating
10552,Fort Worth,2018,Tailgating
10553,Fort Worth,2018,Drug Involvement
10554,Fort Worth,2018,Aggressive Driving
10555,Fort Worth,2018,Driver Fatigue
10558,Fort Worth,2018,Failure to Yield
10560,Fort Worth,2018,Driver Fatigue
10562,Fort Worth,2018,Alcohol Involvement
10563,Fort Worth,2018,Aggressive Driving
10566,Fort Worth,2018,Alcohol Involvement
10567,Fort Worth,2018,Aggressive Driving
10568,Fort Worth,2018,Weather Conditions
10569,Fort Worth,2018,Drug Involvement
10571,Fort Worth,2018,Failure to Yield
10572,Fort Worth,2018,Drug Involvement
10573,Fort Worth,2018,Alcohol Involvement
10574,Fort Worth,2018,Improper Lane Change
10575,Fort Worth,2018,Speeding
10576,Fort Worth,2018,Weather Conditions
10578,Fort Worth,2018,Running Red Light
10580,Fort Worth,2018,Driver Fatigue
10582,Fort Worth,2018,Failure to Yield
10583,Fort Worth,2018,Distracted Driving
10585,Fort Worth,2018,Drug Involvement
10586,Fort Worth,2018,Improper Lane Change
10587,Fort Worth,2018,Failure to Yield
10588,Fort Worth,2018,Driver Fatigue
10591,Fort Worth,2018,Failure to Yield
10592,Fort Worth,2018,Distracted Driving
10604,Fort Worth,2018,Aggressive Driving
10605,Fort Worth,2018,Driver Fatigue
10606,Fort Worth,2018,Tailgating
10609,Fort Worth,2018,Speeding
10610,Fort Worth,2018,Tailgating
10611,Fort Worth,2018,Driver Fatigue
10612,Fort Worth,2018,Speeding
10615,Fort Worth,2018,Improper Lane Change
10616,Fort Worth,2018,Improper Lane Change
10618,Fort Worth,2018,Aggressive Driving
10620,Fort Worth,2018,Distracted Driving
10621,Fort Worth,2018,Running Red Light
10622,Fort Worth,2018,Speeding
10623,Fort Worth,2018,Tailgating
10625,Fort Worth,2018,Failure to Yield
10627,Fort Worth,2018,Running Red Light
10629,Fort Worth,2019,Unlicensed Driver
10630,Fort Worth,2019,Unlicensed Driver
10631,Fort Worth,2019,Weather Conditions
10632,Fort Worth,2019,Driver Fatigue
10634,Fort Worth,2019,Speeding
10635,Fort Worth,2019,Aggressive Driving
10636,Fort Worth,2019,Improper Lane Change
10637,Fort Worth,2019,Improper Lane Change
10638,Fort Worth,2019,Alcohol Involvement
10639,Fort Worth,2019,Drug Involvement
10642,Fort Worth,2019,Failure to Yield
10643,Fort Worth,2019,Aggressive Driving
10644,Fort Worth,2019,Aggressive Driving
10645,Fort Worth,2019,Distracted Driving
10646,Fort Worth,2019,Alcohol Involvement
10648,Fort Worth,2019,Speeding
10650,Fort Worth,2019,Drug Involvement
10651,Fort Worth,2019,Aggressive Driving
10652,Fort Worth,2019,Speeding
10653,Fort Worth,2019,Distracted Driving
10654,Fort Worth,2019,Weather Conditions
